0.346	15.015914917
0.012	30.0320668221
0.004	45.0481200218
0.006	60.0641279221
0.003	75.0765969753
0.003	90.1229188442
0.003	105.130699873
0.002	120.146724939
0.004	135.162914991
0.003	150.175516844
0.005	165.192464828
0.004	180.202021837
0.003	195.215335846
0.004	210.220206022
0.003	225.276324034
0.003	240.290704012
0.004	255.301198006
0.004	270.304617882
0.004	285.311585903
0.004	300.327589989
0.004	315.344273806
0.038	330.348423958
0.028	345.364704847
0.028	360.36777091
0.073	375.370581865
0.012	390.375674963
0.030	405.393253803
0.040	420.410830021
0.014	435.428339005
0.057	450.445902824
0.051	465.456293821
0.006	480.459712029
0.012	495.463001013
0.024	510.471638918
0.033	525.488837957
0.319	540.492260933
0.371	555.506374836
0.364	570.582912922
0.273	585.592477798
0.360	600.599851847
0.389	615.607601881
0.310	630.659705877
0.228	645.722690821
0.363	660.739362001
0.356	675.802928925
0.294	690.818202019
0.374	705.865846872
0.339	720.877804995
0.381	735.88655591
0.257	750.899947882
0.341	765.913889885
0.354	781.53793788
0.374	796.542114019
0.359	811.558161974
0.333	826.563918829
0.365	841.628326893
0.350	856.633364916
0.350	871.64854002
0.350	886.651170969
0.339	902.372464895
0.334	917.37981987
0.364	932.382745028
0.297	947.399801016
0.340	962.471405029
0.352	977.476181984
0.104	992.491712809
0.257	1007.50216985
0.370	1022.58147001
0.364	1037.5938828
0.297	1052.60634494
0.255	1067.62396884
0.115	1082.63848996
0.249	1097.64086103
0.257	1112.64996791
0.264	1127.65805387
0.248	1142.72092795
0.260	1157.73544598
0.151	1172.7366879
0.266	1187.74679589
0.184	1202.75967693
0.214	1217.77218485
0.200	1232.78920603
0.276	1247.83369303
0.251	1262.89688301
0.268	1277.89902902
0.265	1292.91511297
0.253	1307.9267478
0.005	1322.93595481
0.005	1337.94854903
0.005	1352.96617889
0.005	1367.9726789
0.005	1382.99010301
0.035	1398.0022819
0.383	1413.01516891
0.264	1428.03099895
0.373	1443.03591585
0.372	1458.047611
0.263	1473.06471801
0.037	1488.08253098
0.036	1503.09787703
0.048	1518.11232281
0.105	1533.12834787
0.108	1548.13388491
0.062	1563.15088582
0.118	1578.16477489
0.054	1593.17201495
0.098	1608.18938494
0.063	1623.20439792
0.053	1638.20971394
0.085	1653.27230382
0.095	1668.27744603
0.063	1683.28211999
0.064	1698.29818797
0.020	1713.31357193
0.020	1728.32172298
0.022	1743.33169985
0.028	1758.346766
0.032	1773.35369086
0.049	1788.37035584
0.060	1803.38098502
0.054	1818.39847898
0.073	1833.41433692
0.029	1848.43057895
0.056	1863.43773985
0.071	1878.44683981
0.069	1893.464535
0.063	1908.47114086
0.055	1923.48109484
0.065	1938.497612
0.046	1953.509727
0.061	1968.516711
0.049	1983.52648902
0.050	1998.53931284
0.078	2013.54338384
0.062	2028.55945897
0.076	2043.56125593
0.059	2058.56916094
0.076	2073.57629299
0.100	2088.57830286
0.073	2103.59584785
0.074	2118.60952497
0.055	2133.62715483
0.050	2148.65394187
0.066	2163.67056584
0.038	2178.68595982
0.060	2193.70287681
0.111	2208.80736589
0.078	2223.82351899
0.114	2238.84080601
0.050	2253.85838294
0.110	2268.86928701
0.177	2283.87704396
0.109	2298.89401793
0.117	2313.91154599
0.074	2328.92899203
0.134	2343.94543982
0.004	2359.00674295
0.007	2374.02426386
0.007	2389.03185701
0.006	2404.0359509
0.024	2419.0406239
0.042	2434.05819297
0.078	2449.07564402
0.035	2464.09320998
0.007	2479.11078
0.006	2494.128438
0.005	2509.14600182
0.008	2524.15963984
0.005	2539.17708492
0.005	2554.19227886
0.003	2569.20986581
0.005	2584.22746301
0.006	2599.24501801
0.006	2614.262609
0.006	2629.27490783
0.004	2644.28748083
0.004	2659.29685688
0.005	2674.302068
0.005	2689.31856394
0.007	2704.33631492
0.005	2719.35390592
0.006	2734.37152791
0.005	2749.38761401
0.006	2764.40514684
0.003	2779.42277694
0.005	2794.43800592
0.005	2809.45407081
0.006	2824.47153187
0.018	2839.48907495
0.049	2854.50335884
0.038	2869.52083993
0.018	2884.53838801
0.006	2899.55457091
0.013	2914.56975794
0.013	2929.58577681
0.003	2944.60190797
0.019	2959.6178329
0.005	2974.63531184
0.015	2989.64411283
0.004	3004.661587
0.003	3019.68825674
0.026	3034.70592475
0.003	3049.71305275
0.002	3064.73075366
0.011	3079.74680686
0.006	3094.75068879
0.038	3109.7650547
0.021	3124.77206874
0.002	3139.78886271
0.002	3154.80287671
0.038	3169.80872488
0.284	3184.81791186
0.299	3199.82336187
0.251	3214.83750772
0.040	3229.85227871
0.026	3244.86983371
0.019	3259.88414574
0.014	3274.89819884
0.004	3289.90370274
0.033	3304.9169507
0.028	3319.93250465
0.017	3334.94685483
0.033	3349.94887066
0.221	3364.95864987
0.199	3379.9746058
0.003	3395.4445467
0.011	3411.17614579
0.170	3426.19273281
0.002	3441.26406074
0.002	3458.49711275
0.002	3473.74502873
0.002	3489.76237082
0.032	3504.77925777
0.002	3519.78721881
0.002	3534.79714584
0.006	3549.81462383
0.022	3564.81593776
0.079	3579.83353186
0.005	3594.83870578
0.005	3609.85073566
0.010	3624.86775088
0.030	3639.88538885
0.029	3654.90146875
0.014	3669.91885567
0.036	3684.93293285
0.002	3699.94806385
0.003	3714.96419072
0.021	3729.98029184
0.037	3744.99782586
0.043	3760.0093658
0.006	3775.02566671
0.006	3790.04338384
0.006	3805.0609858
0.006	3820.07777071
0.006	3835.09339976
0.005	3850.11074567
0.005	3865.12725377
0.005	3880.13453269
0.006	3895.15051985
0.005	3910.16722369
0.004	3925.1843617
0.005	3940.20155168
0.006	3955.21617174
0.005	3970.22647071
0.005	3985.24401879
0.005	4000.26158166
0.005	4015.2776587
0.005	4030.29406667
0.004	4045.31166077
0.005	4060.32672787
0.005	4075.34276867
0.005	4090.36072969
0.014	4105.36669469
0.032	4120.37430882
0.048	4135.39039278
0.003	4150.39691472
0.005	4165.41280675
0.037	4180.60721183
0.038	4195.65468383
0.002	4210.66974282
0.009	4225.6841557
0.023	4240.70093179
0.006	4255.70393586
0.004	4270.72150874
0.014	4285.72594476
0.012	4300.74367285
0.004	4315.7861197
0.003	4330.7923007
0.003	4345.80867672
0.003	4360.82552266
0.003	4375.84207678
0.003	4390.84707475
0.003	4405.86120176
0.003	4421.62423277
0.003	4436.6405797
0.003	4451.65692878
0.003	4466.67335582
0.003	4481.68971872
0.002	4498.08265781
0.007	4513.63644576
0.003	4528.64238787
0.003	4543.65681577
0.002	4558.67307377
0.003	4573.68643069
0.003	4588.70001268
0.003	4603.74599481
0.002	4618.81283188
0.002	4634.05696487
0.023	4649.37005281
0.003	4664.71929574
0.010	4679.75281167
0.018	4694.83387685
0.026	4709.87526488
0.024	4724.93193984
0.039	4739.95581579
0.057	4754.95923686
0.011	4770.03153968
0.036	4785.05984187
0.011	4800.11925483
0.011	4815.13697481
0.035	4830.18506575
0.053	4845.24039674
0.016	4860.74772167
0.004	4875.76028967
0.023	4890.95763373
0.008	4906.13607979
0.015	4921.39051771
0.003	4936.40694571
0.007	4951.44545388
0.024	4966.46215987
0.039	4981.50033283
0.015	4996.51671767
0.004	5011.53312182
0.003	5026.55089068
0.003	5041.56748867
0.003	5056.58342266
0.003	5071.59349966
0.003	5086.60850978
0.003	5101.61501479
0.003	5116.63152575
0.003	5131.67566586
0.012	5150.77096081
0.002	5168.35949182
0.004	5183.42584586
0.003	5198.43318176
0.003	5213.44237184
0.003	5228.4529457
0.004	5243.46516275
0.003	5258.48161482
0.028	5273.49803066
0.065	5288.52404665
0.003	5303.52564668
0.003	5318.53728985
0.004	5333.5407958
0.003	5348.55725073
0.003	5363.56790065
0.003	5378.58194875
0.003	5393.59840178
0.003	5408.61495685
0.003	5423.62415075
0.003	5438.63820862
0.003	5453.65472269
0.003	5468.67241978
0.003	5483.69532179
0.002	5499.08583378
0.004	5514.34014368
0.003	5529.35673165
0.020	5545.15895271
0.020	5560.9889698
0.004	5576.00547671
0.014	5591.31747865
0.035	5606.81864476
0.069	5621.87049484
0.104	5636.89561772
0.020	5651.92632484
0.041	5666.94197082
0.036	5682.3014388
0.022	5697.83595871
0.109	5712.84042763
0.018	5727.97952485
0.003	5743.00167083
0.004	5758.07556772
0.003	5773.08994364
0.003	5788.88612771
0.004	5803.91444277
0.004	5818.95253968
0.006	5833.97454285
0.005	5848.99330782
0.005	5864.31682372
0.003	5879.36091971
0.006	5894.38172769
0.004	5909.39836168
0.005	5924.41393876
0.006	5939.43057465
0.005	5954.43804979
0.004	5969.45425677
0.003	5984.47150778
0.005	5999.49022483
0.005	6014.50674676
0.003	6029.52344775
0.005	6044.53997564
0.003	6059.55651068
0.004	6074.56990385
0.003	6089.58631682
0.004	6104.60268163
0.003	6119.62135362
0.006	6134.63790583
0.005	6149.65415668
0.005	6164.66995978
0.025	6179.68595385
0.056	6194.72500777
0.272	6209.77677679
0.183	6224.79343962
0.005	6239.79742074
0.003	6254.80918383
0.006	6269.82546782
0.003	6284.84060168
0.004	6299.85563373
0.004	6314.87272977
0.005	6329.88639378
0.005	6344.90194177
0.003	6359.91543078
0.004	6374.93232965
0.003	6389.94558668
0.005	6404.95903372
0.003	6419.9772787
0.003	6434.99405074
0.005	6450.01493072
0.003	6465.03085875
0.006	6480.04650473
0.003	6495.06693172
0.004	6510.08238172
0.056	6525.0998218
0.191	6540.11495184
0.003	6555.12998485
0.004	6570.14613366
0.003	6585.1595478
0.004	6600.17630982
0.004	6615.19037079
0.004	6630.20789766
0.005	6645.22454476
0.003	6660.2304778
0.004	6675.24731373
0.003	6690.26192069
0.005	6705.27842068
0.003	6720.29631566
0.004	6735.31125378
0.004	6750.32610177
0.004	6765.3418858
0.005	6780.3609488
0.004	6795.37407064
0.003	6810.37928867
0.003	6825.39572978
0.006	6840.40422272
0.005	6855.41771578
0.029	6870.43449068
0.004	6885.45394778
0.068	6900.46775269
0.005	6915.48613476
0.005	6930.50485968
0.005	6945.52204585
0.004	6960.53869676
0.005	6975.55391263
0.003	6990.57619571
0.003	7005.59028673
0.003	7020.60249066
0.003	7035.61826777
0.003	7050.63719367
0.004	7065.65405678
0.004	7080.67083382
0.004	7095.68178868
0.006	7110.69398665
0.004	7125.71085476
0.004	7140.7315917
0.003	7155.75022363
0.005	7170.76592874
0.003	7185.7819128
0.006	7200.79454779
0.004	7215.80995464
0.005	7230.82634282
0.018	7245.84309768
0.005	7260.86432671
0.003	7275.87498164
0.005	7290.89028263
0.004	7305.90638065
0.005	7320.92309975
0.004	7335.94026064
0.002	7350.94477677
0.004	7365.96053171
0.003	7380.97794866
0.005	7395.9940207
0.005	7411.01353383
0.003	7426.03181672
